PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
950 951 967 968 969 970 971
 1.04392e+00  1.64836e+00  1.00335e+00  0.00000e+00  0.00000e+00  1.81574e+00 -1.67385e-01 
 9.59420e-01  1.66526e+00  9.27322e-01  0.00000e+00  0.00000e+00  1.85658e+00 -1.91323e-01 
 8.73956e-01  1.70563e+00  8.48557e-01  0.00000e+00  0.00000e+00  1.91937e+00 -2.13738e-01 
 7.92344e-01  1.76189e+00  7.72248e-01  0.00000e+00  0.00000e+00  1.99671e+00 -2.34814e-01 
 7.88014e-01  1.76534e+00  7.68176e-01  2.40992e-06  0.00000e+00  2.00128e+00 -2.35940e-01 
 7.22078e-01  1.82605e+00  7.06178e-01  1.97744e-06  0.00000e+00  2.08039e+00 -2.54338e-01 
 6.58358e-01  1.89756e+00  6.45778e-01  1.59909e-06  0.00000e+00  2.17047e+00 -2.72908e-01 
 6.01456e-01  1.97435e+00  5.91502e-01  1.28967e-06  0.00000e+00  2.26498e+00 -2.90628e-01 
 5.51623e-01  2.05469e+00  5.43747e-01  1.03791e-06  0.00000e+00  2.36225e+00 -3.07551e-01 
 5.08792e-01  2.13739e+00  5.02560e-01  8.33687e-07  0.00000e+00  2.46113e+00 -3.23746e-01 
 7.95738e-01  2.32048e+00  7.90807e-01  6.68566e-07  0.00000e+00  2.65974e+00 -3.39259e-01 
 7.18040e-01  2.42425e+00  7.14139e-01  5.35384e-07  0.00000e+00  2.77839e+00 -3.54142e-01 
 6.50660e-01  2.52957e+00  6.47573e-01  4.28220e-07  0.00000e+00  2.89800e+00 -3.68431e-01 
 5.93126e-01  2.63570e+00  5.90684e-01  3.42128e-07  0.00000e+00  3.01787e+00 -3.82169e-01 
 5.69927e-01  2.68442e+00  5.67733e-01  3.08593e-07  2.19371e-03  3.07270e+00 -3.88288e-01 
 5.45025e-01  2.74034e+00  5.43092e-01  2.73068e-07  1.93233e-03  3.13561e+00 -3.95270e-01 
 5.05520e-01  2.84367e+00  5.03991e-01  2.17757e-07  1.52891e-03  3.25150e+00 -4.07834e-01 
 4.74100e-01  2.94678e+00  4.72890e-01  1.73531e-07  1.20976e-03  3.36677e+00 -4.19993e-01 
 4.50398e-01  3.04938e+00  4.49440e-01  1.38192e-07  9.57179e-04  3.48115e+00 -4.31772e-01 
 4.34069e-01  3.15116e+00  4.33311e-01  1.09990e-07  7.57368e-04  3.59435e+00 -4.43183e-01 
 4.24759e-01  3.25195e+00  4.24160e-01  8.74950e-08  5.99254e-04  3.70620e+00 -4.54247e-01 
 5.09514e-01  3.34655e+00  5.09040e-01  6.95670e-08  4.74151e-04  3.81153e+00 -4.64979e-01 
 5.07782e-01  3.45042e+00  5.07406e-01  5.52871e-08  3.75159e-04  3.92581e+00 -4.75393e-01 
 5.12752e-01  3.55286e+00  5.12455e-01  4.39176e-08  2.96815e-04  4.03837e+00 -4.85508e-01 
 5.24081e-01  3.65366e+00  5.23846e-01  3.48811e-08  2.34887e-04  4.14898e+00 -4.95322e-01 
 5.41478e-01  3.75293e+00  5.41292e-01  2.76874e-08  1.85831e-04  4.25780e+00 -5.04868e-01 
 5.64620e-01  3.85047e+00  5.64473e-01  2.19726e-08  1.47038e-04  4.36461e+00 -5.14144e-01 
 5.93230e-01  3.94627e+00  5.93113e-01  1.74321e-08  1.16341e-04  4.46944e+00 -5.23164e-01 
 6.27030e-01  4.04029e+00  6.26938e-01  1.38263e-08  9.20553e-05  4.57223e+00 -5.31938e-01 
 6.65764e-01  4.13252e+00  6.65691e-01  1.09636e-08  7.28391e-05  4.67300e+00 -5.40477e-01 
 7.09191e-01  4.22295e+00  7.09134e-01  8.69143e-09  5.76333e-05  4.77174e+00 -5.48791e-01 
 7.57089e-01  4.31158e+00  7.57044e-01  6.88818e-09  4.55989e-05  4.86847e+00 -5.56889e-01 
 8.09205e-01  4.39837e+00  8.09169e-01  5.45841e-09  3.60806e-05  4.96314e+00 -5.64775e-01 
 8.65361e-01  4.48337e+00  8.65332e-01  4.32436e-09  2.85477e-05  5.05583e+00 -5.72461e-01 
 9.25341e-01  4.56656e+00  9.25318e-01  3.42536e-09  2.25879e-05  5.14651e+00 -5.79952e-01 
 9.88954e-01  4.64796e+00  9.88937e-01  2.71286e-09  1.78727e-05  5.23522e+00 -5.87256e-01 
 1.05604e+00  4.72761e+00  1.05603e+00  2.14811e-09  1.41411e-05  5.32199e+00 -5.94381e-01 
 1.12642e+00  4.80549e+00  1.12640e+00  1.70074e-09  1.11890e-05  5.40682e+00 -6.01331e-01 
 1.19993e+00  4.88166e+00  1.19992e+00  1.34633e-09  8.85303e-06  5.48977e+00 -6.08113e-01 
 1.27641e+00  4.95611e+00  1.27640e+00  1.06565e-09  7.00492e-06  5.57084e+00 -6.14733e-01 
 1.35573e+00  5.02889e+00  1.35572e+00  8.43370e-10  5.54250e-06  5.65008e+00 -6.21196e-01 
 1.43774e+00  5.10000e+00  1.43773e+00  6.67390e-10  4.38549e-06  5.72751e+00 -6.27508e-01 
 1.52233e+00  5.16950e+00  1.52233e+00  5.28039e-10  3.46979e-06  5.80318e+00 -6.33674e-01 
 1.60936e+00  5.23739e+00  1.60935e+00  4.17757e-10  2.74540e-06  5.87709e+00 -6.39698e-01 
 1.69866e+00  5.30367e+00  1.69866e+00  3.30515e-10  2.17250e-06  5.94925e+00 -6.45581e-01 
 1.79025e+00  5.36846e+00  1.79025e+00  2.61411e-10  1.71878e-06  6.01979e+00 -6.51337e-01 
 1.88391e+00  5.43169e+00  1.88391e+00  2.06761e-10  1.35997e-06  6.08866e+00 -6.56962e-01 
 1.88484e+00  5.43231e+00  1.88484e+00  2.06282e-10  1.35683e-06  6.08933e+00 -6.57016e-01 
 1.97790e+00  5.49302e+00  1.97789e+00  1.63523e-10  1.07607e-06  6.15543e+00 -6.62407e-01 
 2.07386e+00  5.55294e+00  2.07385e+00  1.29321e-10  8.51465e-07  6.22068e+00 -6.67740e-01 
 2.17178e+00  5.61151e+00  2.17178e+00  1.02252e-10  6.73654e-07  6.28448e+00 -6.72969e-01 
 2.27148e+00  5.66870e+00  2.27148e+00  8.08552e-11  5.33052e-07  6.34679e+00 -6.78090e-01 
 2.37296e+00  5.72458e+00  2.37296e+00  6.39244e-11  4.21751e-07  6.40769e+00 -6.83112e-01 
 2.66329e+00  5.66872e+00  2.66329e+00  5.05377e-11  3.33704e-07  6.35675e+00 -6.88033e-01 
 2.78246e+00  5.73593e+00  2.78246e+00  3.99528e-11  2.64044e-07  6.42879e+00 -6.92857e-01 
 2.90395e+00  5.80154e+00  2.90395e+00  3.15827e-11  2.08923e-07  6.49913e+00 -6.97587e-01 
 3.02764e+00  5.86558e+00  3.02764e+00  2.49643e-11  1.65307e-07  6.56780e+00 -7.02225e-01 
 3.15345e+00  5.92806e+00  3.15345e+00  1.97316e-11  1.30795e-07  6.63483e+00 -7.06773e-01 
 3.28127e+00  5.98901e+00  3.28127e+00  1.55951e-11  1.03490e-07  6.70024e+00 -7.11234e-01 
 3.41101e+00  6.04846e+00  3.41101e+00  1.23252e-11  8.18850e-08  6.76406e+00 -7.15609e-01 
 3.54260e+00  6.10642e+00  3.54260e+00  9.74036e-12  6.47903e-08  6.82632e+00 -7.19901e-01 
 3.67596e+00  6.16294e+00  3.67596e+00  7.69726e-12  5.12641e-08  6.88705e+00 -7.24111e-01 
 3.81100e+00  6.21803e+00  3.81100e+00  6.08241e-12  4.05616e-08  6.94627e+00 -7.28242e-01 
 4.47119e-01  3.87692e-01  4.15782e-01  0.00000e+00  0.00000e+00  5.49588e-01 -1.61896e-01 
 4.46037e-01  4.31444e-01  4.21247e-01  0.00000e+00  0.00000e+00  6.02774e-01 -1.71329e-01 
 4.52785e-01  4.68545e-01  4.33172e-01  0.00000e+00  0.00000e+00  6.47918e-01 -1.79373e-01 
 4.65012e-01  5.00409e-01  4.49497e-01  0.00000e+00  0.00000e+00  6.86704e-01 -1.86295e-01 
 4.65811e-01  5.02035e-01  4.50495e-01  8.97420e-05  0.00000e+00  6.88683e-01 -1.86648e-01 
 4.80986e-01  5.26616e-01  4.68712e-01  6.99962e-05  0.00000e+00  7.18805e-01 -1.92189e-01 
 4.99700e-01  5.49664e-01  4.89990e-01  5.38045e-05  0.00000e+00  7.47023e-01 -1.97359e-01 
 5.20451e-01  5.70125e-01  5.12770e-01  4.13540e-05  0.00000e+00  7.72041e-01 -2.01916e-01 
 5.42692e-01  5.88359e-01  5.36615e-01  3.17889e-05  0.00000e+00  7.94296e-01 -2.05938e-01 
 5.66035e-01  6.04678e-01  5.61227e-01  2.44362e-05  0.00000e+00  8.14173e-01 -2.09496e-01 
 6.29462e-01  5.90583e-01  6.25658e-01  1.87860e-05  0.00000e+00  8.03228e-01 -2.12646e-01 
 6.55846e-01  6.06638e-01  6.52837e-01  1.44434e-05  0.00000e+00  8.22074e-01 -2.15436e-01 
 6.83098e-01  6.21100e-01  6.80717e-01  1.11062e-05  0.00000e+00  8.39008e-01 -2.17908e-01 
 7.11007e-01  6.34144e-01  7.09124e-01  8.54087e-06  0.00000e+00  8.54241e-01 -2.20096e-01 
 7.23964e-01  6.39688e-01  7.22272e-01  7.57283e-06  1.68396e-03  8.60700e-01 -2.21012e-01 
 7.39040e-01  6.45691e-01  7.37550e-01  6.57065e-06  1.48332e-03  8.67706e-01 -2.22014e-01 
 7.67189e-01  6.55961e-01  7.66010e-01  5.05613e-06  1.17364e-03  8.79663e-01 -2.23702e-01 
 7.95655e-01  6.65253e-01  7.94723e-01  3.89088e-06  9.28648e-04  8.90448e-01 -2.25195e-01 
 8.24353e-01  6.73650e-01  8.23615e-01  2.99405e-06  7.34762e-04  9.00162e-01 -2.26512e-01 
 8.53192e-01  6.81221e-01  8.52608e-01  2.30405e-06  5.81380e-04  9.08888e-01 -2.27667e-01 
 8.82114e-01  6.88031e-01  8.81652e-01  1.77304e-06  4.60007e-04  9.16707e-01 -2.28675e-01 
 9.15561e-01  6.88608e-01  9.15195e-01  1.36441e-06  3.63973e-04  9.18157e-01 -2.29548e-01 
 9.45435e-01  6.94399e-01  9.45146e-01  1.04993e-06  2.87984e-04  9.24697e-01 -2.30298e-01 
 9.75292e-01  6.99551e-01  9.75064e-01  8.07868e-07  2.27845e-04  9.30485e-01 -2.30933e-01 
 1.00506e+00  7.04103e-01  1.00488e+00  6.21764e-07  1.80307e-04  9.35566e-01 -2.31463e-01 
 1.03476e+00  7.08104e-01  1.03462e+00  4.78382e-07  1.42650e-04  9.40002e-01 -2.31898e-01 
 1.06433e+00  7.11586e-01  1.06421e+00  3.68098e-07  1.12871e-04  9.43828e-01 -2.32243e-01 
 1.09375e+00  7.14583e-01  1.09366e+00  2.83224e-07  8.93073e-05  9.47089e-01 -2.32506e-01 
 1.12300e+00  7.17127e-01  1.12293e+00  2.17914e-07  7.06646e-05  9.49820e-01 -2.32693e-01 
 1.15207e+00  7.19247e-01  1.15202e+00  1.67655e-07  5.59137e-05  9.52058e-01 -2.32810e-01 
 1.18095e+00  7.20971e-01  1.18091e+00  1.28976e-07  4.42412e-05  9.53833e-01 -2.32862e-01 
 1.20964e+00  7.22321e-01  1.20960e+00  9.92055e-08  3.50032e-05  9.55176e-01 -2.32855e-01 
 1.23809e+00  7.23321e-01  1.23806e+00  7.63078e-08  2.76966e-05  9.56112e-01 -2.32791e-01 
 1.26632e+00  7.23993e-01  1.26630e+00  5.86859e-08  2.19141e-05  9.56668e-01 -2.32675e-01 
 1.29432e+00  7.24356e-01  1.29430e+00  4.51294e-08  1.73392e-05  9.56867e-01 -2.32512e-01 
 1.32208e+00  7.24427e-01  1.32206e+00  3.47013e-08  1.37197e-05  9.56731e-01 -2.32304e-01 
 1.34960e+00  7.24225e-01  1.34959e+00  2.66778e-08  1.08552e-05  9.56279e-01 -2.32054e-01 
 1.37687e+00  7.23765e-01  1.37686e+00  2.05074e-08  8.58906e-06  9.55531e-01 -2.31766e-01 
 1.40389e+00  7.23063e-01  1.40388e+00  1.57614e-08  6.79587e-06  9.54505e-01 -2.31442e-01 
 1.43066e+00  7.22131e-01  1.43065e+00  1.21121e-08  5.37720e-06  9.53216e-01 -2.31085e-01 
 1.45718e+00  7.20984e-01  1.45717e+00  9.30580e-09  4.25460e-06  9.51681e-01 -2.30697e-01 
 1.48344e+00  7.19634e-01  1.48343e+00  7.14853e-09  3.36644e-06  9.49913e-01 -2.30279e-01 
