PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
950 951 967 968 969 970 971
 1.92721e-01  1.39554e+00  1.92715e-01  0.00000e+00  0.00000e+00  1.64815e+00 -2.52603e-01 
 2.25735e-01  1.45633e+00  2.25729e-01  0.00000e+00  0.00000e+00  1.74296e+00 -2.86622e-01 
 2.52256e-01  1.51343e+00  2.52251e-01  0.00000e+00  0.00000e+00  1.83174e+00 -3.18309e-01 
 2.73836e-01  1.56803e+00  2.73832e-01  0.00000e+00  0.00000e+00  1.91599e+00 -3.47959e-01 
 2.74906e-01  1.57098e+00  2.74903e-01  3.36026e-06  0.00000e+00  1.92052e+00 -3.49539e-01 
 2.97152e-01  1.61936e+00  2.97149e-01  2.74904e-06  0.00000e+00  1.99467e+00 -3.75308e-01 
 3.17561e-01  1.66920e+00  3.17559e-01  2.21661e-06  0.00000e+00  2.07042e+00 -4.01218e-01 
 3.35385e-01  1.71801e+00  3.35383e-01  1.78289e-06  0.00000e+00  2.14386e+00 -4.25851e-01 
 3.51136e-01  1.76599e+00  3.51135e-01  1.43127e-06  0.00000e+00  2.21529e+00 -4.49295e-01 
 3.65249e-01  1.81335e+00  3.65248e-01  1.14695e-06  0.00000e+00  2.28500e+00 -4.71657e-01 
 3.04105e-01  1.95645e+00  3.04104e-01  9.17758e-07  0.00000e+00  2.44947e+00 -4.93014e-01 
 2.96523e-01  2.00160e+00  2.96523e-01  7.33407e-07  0.00000e+00  2.51504e+00 -5.13440e-01 
 2.87678e-01  2.04710e+00  2.87677e-01  5.85451e-07  0.00000e+00  2.58009e+00 -5.32998e-01 
 2.77923e-01  2.09300e+00  2.77922e-01  4.66874e-07  0.00000e+00  2.64475e+00 -5.51751e-01 
 2.73234e-01  2.11417e+00  2.73234e-01  4.20763e-07  3.61662e-08  2.67426e+00 -5.60088e-01 
 2.69528e-01  2.13795e+00  2.69528e-01  3.71975e-07  3.18570e-08  2.70754e+00 -5.69588e-01 
 2.62182e-01  2.18236e+00  2.62182e-01  2.96131e-07  2.52062e-08  2.76901e+00 -5.86651e-01 
 2.54383e-01  2.22743e+00  2.54382e-01  2.35607e-07  1.99445e-08  2.83055e+00 -6.03126e-01 
 2.46338e-01  2.27314e+00  2.46338e-01  1.87334e-07  1.57804e-08  2.89218e+00 -6.19047e-01 
 2.38234e-01  2.31943e+00  2.38234e-01  1.48880e-07  1.24862e-08  2.95387e+00 -6.34437e-01 
 2.30226e-01  2.36628e+00  2.30225e-01  1.18259e-07  9.87951e-09  3.01561e+00 -6.49326e-01 
 2.32541e-01  2.43445e+00  2.32540e-01  9.38958e-08  7.81701e-09  3.09819e+00 -6.63737e-01 
 2.20548e-01  2.48300e+00  2.20548e-01  7.45207e-08  6.18500e-09  3.16070e+00 -6.77692e-01 
 2.09058e-01  2.53212e+00  2.09058e-01  5.91180e-08  4.89340e-09  3.22334e+00 -6.91217e-01 
 1.98182e-01  2.58170e+00  1.98182e-01  4.68939e-08  3.87242e-09  3.28602e+00 -7.04313e-01 
 1.87984e-01  2.63179e+00  1.87984e-01  3.71764e-08  3.06368e-09  3.34881e+00 -7.17028e-01 
 1.78553e-01  2.68225e+00  1.78553e-01  2.94675e-08  2.42411e-09  3.41160e+00 -7.29357e-01 
 1.69947e-01  2.73306e+00  1.69947e-01  2.33506e-08  1.91804e-09  3.47438e+00 -7.41324e-01 
 1.62220e-01  2.78416e+00  1.62220e-01  1.84995e-08  1.51766e-09  3.53711e+00 -7.52942e-01 
 1.55417e-01  2.83553e+00  1.55417e-01  1.46528e-08  1.20085e-09  3.59975e+00 -7.64228e-01 
 1.49574e-01  2.88710e+00  1.49574e-01  1.16034e-08  9.50163e-10  3.66230e+00 -7.75195e-01 
 1.44723e-01  2.93886e+00  1.44723e-01  9.18616e-09  7.51759e-10  3.72472e+00 -7.85858e-01 
 1.40893e-01  2.99073e+00  1.40893e-01  7.27183e-09  5.94838e-10  3.78695e+00 -7.96223e-01 
 1.38101e-01  3.04270e+00  1.38101e-01  5.75515e-09  4.70647e-10  3.84901e+00 -8.06308e-01 
 1.36366e-01  3.09472e+00  1.36366e-01  4.55416e-09  3.72391e-10  3.91084e+00 -8.16120e-01 
 1.35699e-01  3.14676e+00  1.35699e-01  3.60334e-09  2.94655e-10  3.97243e+00 -8.25670e-01 
 1.36110e-01  3.19879e+00  1.36110e-01  2.85049e-09  2.33135e-10  4.03376e+00 -8.34970e-01 
 1.37604e-01  3.25077e+00  1.37604e-01  2.25473e-09  1.84466e-10  4.09480e+00 -8.44025e-01 
 1.40184e-01  3.30269e+00  1.40184e-01  1.78323e-09  1.45954e-10  4.15554e+00 -8.52848e-01 
 1.43852e-01  3.35451e+00  1.43852e-01  1.41020e-09  1.15485e-10  4.21595e+00 -8.61444e-01 
 1.48605e-01  3.40620e+00  1.48605e-01  1.11506e-09  9.13756e-11  4.27603e+00 -8.69823e-01 
 1.54440e-01  3.45775e+00  1.54440e-01  8.81622e-10  7.23007e-11  4.33574e+00 -8.77991e-01 
 1.61354e-01  3.50914e+00  1.61354e-01  6.96944e-10  5.72042e-11  4.39510e+00 -8.85959e-01 
 1.69338e-01  3.56034e+00  1.69338e-01  5.50923e-10  4.52616e-11  4.45407e+00 -8.93730e-01 
 1.78380e-01  3.61130e+00  1.78380e-01  4.35512e-10  3.58166e-11  4.51261e+00 -9.01307e-01 
 1.88485e-01  3.66209e+00  1.88485e-01  3.44175e-10  2.83364e-11  4.57079e+00 -9.08708e-01 
 1.99628e-01  3.71260e+00  1.99628e-01  2.72005e-10  2.24210e-11  4.62853e+00 -9.15928e-01 
 1.99744e-01  3.71310e+00  1.99744e-01  2.71373e-10  2.23692e-11  4.62910e+00 -9.15998e-01 
 2.11674e-01  3.76218e+00  2.11674e-01  2.14955e-10  1.77405e-11  4.68508e+00 -9.22907e-01 
 2.24762e-01  3.81153e+00  2.24762e-01  1.69866e-10  1.40376e-11  4.74126e+00 -9.29731e-01 
 2.38894e-01  3.86069e+00  2.38894e-01  1.34209e-10  1.11061e-11  4.79711e+00 -9.36412e-01 
