PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
950 951 967 968 969 970 971
-1.59771e+00 -3.25397e+00 -1.59773e+00  0.00000e+00  0.00000e+00 -1.49459e+00 -1.75937e+00 
-1.75018e+00 -3.36790e+00 -1.75019e+00  0.00000e+00  0.00000e+00 -1.53808e+00 -1.82982e+00 
-1.88926e+00 -3.46462e+00 -1.88927e+00  0.00000e+00  0.00000e+00 -1.57086e+00 -1.89376e+00 
-2.01614e+00 -3.54761e+00 -2.01615e+00  0.00000e+00  0.00000e+00 -1.59532e+00 -1.95229e+00 
-2.02280e+00 -3.55184e+00 -2.02281e+00  9.22185e-06  0.00000e+00 -1.59647e+00 -1.95538e+00 
-2.12938e+00 -3.61701e+00 -2.12939e+00  7.46461e-06  0.00000e+00 -1.61173e+00 -2.00529e+00 
-2.23360e+00 -3.67795e+00 -2.23361e+00  5.96074e-06  0.00000e+00 -1.62325e+00 -2.05470e+00 
-2.32973e+00 -3.73182e+00 -2.32974e+00  4.75435e-06  0.00000e+00 -1.63081e+00 -2.10101e+00 
-2.41835e+00 -3.77959e+00 -2.41836e+00  3.78895e-06  0.00000e+00 -1.63506e+00 -2.14453e+00 
-2.50012e+00 -3.82209e+00 -2.50012e+00  3.01700e-06  0.00000e+00 -1.63651e+00 -2.18558e+00 
-2.40703e+00 -3.82042e+00 -2.40703e+00  2.40068e-06  0.00000e+00 -1.59604e+00 -2.22438e+00 
-2.48519e+00 -3.84259e+00 -2.48519e+00  1.90906e-06  0.00000e+00 -1.58144e+00 -2.26115e+00 
-2.55585e+00 -3.86104e+00 -2.55585e+00  1.51736e-06  0.00000e+00 -1.56498e+00 -2.29606e+00 
-2.61957e+00 -3.87622e+00 -2.61957e+00  1.20543e-06  0.00000e+00 -1.54695e+00 -2.32927e+00 
-2.64658e+00 -3.88220e+00 -2.64658e+00  1.08464e-06 -2.37747e-07 -1.53824e+00 -2.34396e+00 
-2.67681e+00 -3.88830e+00 -2.67681e+00  9.57211e-07 -2.09420e-07 -1.52765e+00 -2.36064e+00 
-2.72839e+00 -3.89771e+00 -2.72839e+00  7.59809e-07 -1.65699e-07 -1.50725e+00 -2.39046e+00 
-2.77473e+00 -3.90494e+00 -2.77473e+00  6.02946e-07 -1.31110e-07 -1.48587e+00 -2.41907e+00 
-2.81614e+00 -3.91022e+00 -2.81614e+00  4.78310e-07 -1.03736e-07 -1.46365e+00 -2.44657e+00 
-2.85285e+00 -3.91376e+00 -2.85285e+00  3.79355e-07 -8.20813e-08 -1.44074e+00 -2.47302e+00 
-2.88513e+00 -3.91573e+00 -2.88513e+00  3.00795e-07 -6.49454e-08 -1.41724e+00 -2.49849e+00 
-2.86909e+00 -3.91604e+00 -2.86909e+00  2.38453e-07 -5.13870e-08 -1.39301e+00 -2.52302e+00 
-2.89232e+00 -3.91257e+00 -2.89232e+00  1.88992e-07 -4.06586e-08 -1.36589e+00 -2.54668e+00 
-2.91146e+00 -3.90799e+00 -2.91146e+00  1.49753e-07 -3.21680e-08 -1.33847e+00 -2.56952e+00 
-2.92668e+00 -3.90242e+00 -2.92668e+00  1.18669e-07 -2.54563e-08 -1.31085e+00 -2.59156e+00 
-2.93821e+00 -3.89595e+00 -2.93821e+00  9.39979e-08 -2.01399e-08 -1.28307e+00 -2.61288e+00 
-2.94620e+00 -3.88870e+00 -2.94620e+00  7.44539e-08 -1.59355e-08 -1.25521e+00 -2.63349e+00 
-2.95082e+00 -3.88075e+00 -2.95082e+00  5.89651e-08 -1.26087e-08 -1.22731e+00 -2.65343e+00 
-2.95222e+00 -3.87218e+00 -2.95222e+00  4.66938e-08 -9.97669e-09 -1.19944e+00 -2.67274e+00 
-2.95055e+00 -3.86308e+00 -2.95055e+00  3.69721e-08 -7.89409e-09 -1.17163e+00 -2.69144e+00 
-2.94594e+00 -3.85349e+00 -2.94594e+00  2.92709e-08 -6.24613e-09 -1.14392e+00 -2.70957e+00 
-2.93853e+00 -3.84350e+00 -2.93853e+00  2.31701e-08 -4.94187e-09 -1.11633e+00 -2.72716e+00 
-2.92844e+00 -3.83315e+00 -2.92844e+00  1.83408e-08 -3.91031e-09 -1.08893e+00 -2.74422e+00 
-2.91578e+00 -3.82249e+00 -2.91578e+00  1.45161e-08 -3.09391e-09 -1.06170e+00 -2.76078e+00 
-2.90067e+00 -3.81157e+00 -2.90067e+00  1.14882e-08 -2.44801e-09 -1.03470e+00 -2.77686e+00 
-2.88320e+00 -3.80043e+00 -2.88320e+00  9.09143e-09 -1.93699e-09 -1.00795e+00 -2.79249e+00 
-2.86348e+00 -3.78912e+00 -2.86348e+00  7.19383e-09 -1.53257e-09 -9.81445e-01 -2.80767e+00 
-2.84159e+00 -3.77767e+00 -2.84159e+00  5.69215e-09 -1.21263e-09 -9.55225e-01 -2.82244e+00 
-2.81763e+00 -3.76610e+00 -2.81763e+00  4.50355e-09 -9.59465e-10 -9.29296e-01 -2.83680e+00 
-2.79169e+00 -3.75446e+00 -2.79169e+00  3.56304e-09 -7.59172e-10 -9.03678e-01 -2.85078e+00 
-2.76383e+00 -3.74276e+00 -2.76383e+00  2.81873e-09 -6.00680e-10 -8.78378e-01 -2.86439e+00 
-2.73415e+00 -3.73104e+00 -2.73415e+00  2.22984e-09 -4.75286e-10 -8.53411e-01 -2.87763e+00 
